,index,sub_id,species_codes,locality_id,latitude.x,longitude.x,datetime,effort_hrs,end_time
8,506,S36734372,grycat,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
9,506,S36734372,sonspa,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
10,506,S36734372,barswa,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
11,506,S36734372,veery,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
12,506,S36734372,norcar,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
13,506,S36734372,blujay,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
14,506,S36734372,balori,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
15,506,S36734372,ruckin,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
16,506,S36734372,ovenbi1,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
17,506,S36734372,amecro,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
18,506,S36734372,bnhcow,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
19,506,S36734372,houfin,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
20,506,S36734372,yerwar,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
21,506,S36734372,dowwoo,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
22,506,S36734372,bkcchi,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
23,506,S36734372,brncre,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
24,506,S36734372,leafly,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
25,506,S36734372,grcfly,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
26,506,S36734372,woothr,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
27,506,S36734372,yebsap,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
28,506,S36734372,tuftit,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
29,506,S36734372,comgra,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
30,506,S36734372,norwat,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
31,506,S36734372,norfli,L1498735,42.4777154,-76.4481604,2017-05-11 07:02:00,0.567,2017-05-11 07:36:01.200000
0,507,S36734577,chispa,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
1,507,S36734577,buhvir,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
2,507,S36734577,comyel,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
3,507,S36734577,treswa,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
4,507,S36734577,moudov,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
5,507,S36734577,yelwar,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
6,507,S36734577,rewbla,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
7,507,S36734577,rebwoo,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
8,507,S36734577,whbnut,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
9,507,S36734577,warvir,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
10,507,S36734577,amerob,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
11,507,S36734577,eursta,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
12,507,S36734577,amegfi,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
13,507,S36734577,grycat,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
14,507,S36734577,sonspa,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
15,507,S36734577,barswa,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
16,507,S36734577,norcar,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
17,507,S36734577,balori,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
18,507,S36734577,blujay,L1498729,42.4795201,-76.4551642,2017-05-11 09:00:00,0.417,2017-05-11 09:25:01.200000
